"Baldwin-Whitehall School District","1","1008","50","50"
"800","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"801","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"802","NeedGoogleMapsAPIKey","40.3676327","-79.9661537","1"
"803","NeedGoogleMapsAPIKey","40.3669792","-79.964427","1"
"804","NeedGoogleMapsAPIKey","40.3676852","-79.9668519","1"
"805","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"806","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"807","NeedGoogleMapsAPIKey","40.3665789","-79.9648298","1"
"808","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"809","NeedGoogleMapsAPIKey","40.3673779","-79.9673039","1"
"810","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"811","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"812","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"813","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"814","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"815","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"816","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"817","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"818","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"819","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"820","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"821","NeedGoogleMapsAPIKey","40.3669792","-79.964427","1"
"822","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"823","NeedGoogleMapsAPIKey","40.3672239","-79.9658767","1"
"824","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"825","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"826","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"827","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"828","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"829","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"830","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"831","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"832","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"833","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"834","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"835","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"836","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"837","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"838","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"839","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"840","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"841","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"842","NeedGoogleMapsAPIKey","40.3647079","-79.9651873","1"
"843","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"844","NeedGoogleMapsAPIKey","40.3673312","-79.9673602","1"
"845","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"846","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"847","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"848","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"849","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"850","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"851","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"852","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"853","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"854","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"855","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"856","NeedGoogleMapsAPIKey","40.3677796","-79.9648664","1"
"857","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"858","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"859","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"860","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"861","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"862","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"863","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"864","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"865","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"866","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"867","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"868","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"869","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"870","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"871","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"872","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"873","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"874","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"875","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"876","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"877","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"878","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"879","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"880","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"881","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"882","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"883","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"884","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"885","NeedGoogleMapsAPIKey","40.3640132","-79.9658472","1"
"886","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"887","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"888","NeedGoogleMapsAPIKey","40.3659692","-79.9639488","1"
"889","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"890","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"891","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"892","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"893","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"894","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"895","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"896","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"897","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"898","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"899","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"900","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"901","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"902","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"903","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"904","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"905","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"906","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"907","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"908","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"909","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"910","NeedGoogleMapsAPIKey","40.3664278","-79.9655111","1"
"911","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"912","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"913","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"914","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"915","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"916","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"917","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"918","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"919","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"920","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"921","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"922","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"923","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"924","NeedGoogleMapsAPIKey","40.3673102","-79.9655736","1"
"925","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"926","NeedGoogleMapsAPIKey","40.3658341","-79.964187","1"
"927","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"928","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"929","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"930","NeedGoogleMapsAPIKey","40.365394","-79.9658997","1"
"931","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"932","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"933","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"934","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"935","NeedGoogleMapsAPIKey","40.3642305","-79.9647561","1"
"936","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"937","NeedGoogleMapsAPIKey","40.364927","-79.9654044","1"
"938","NeedGoogleMapsAPIKey","40.3669385","-79.965553","1"
"939","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"940","NeedGoogleMapsAPIKey","40.366116","-79.9652762","1"
"941","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"942","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"943","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"944","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"945","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"946","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"947","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"948","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"949","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"950","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"951","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"952","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"953","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"954","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"955","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"956","NeedGoogleMapsAPIKey","40.3651476","-79.9656268","1"
"957","NeedGoogleMapsAPIKey","40.3680726","-79.9660457","1"
"958","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"959","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"960","NeedGoogleMapsAPIKey","40.3671632","-79.9660972","1"
"961","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"962","NeedGoogleMapsAPIKey","40.3666203","-79.96469","1"
"963","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"964","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"965","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"966","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"967","NeedGoogleMapsAPIKey","40.3663708","-79.9664483","1"
"968","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"969","NeedGoogleMapsAPIKey","40.3646648","-79.9651453","1"
"970","NeedGoogleMapsAPIKey","40.3677251","-79.9658443","1"
"971","NeedGoogleMapsAPIKey","40.3670141","-79.9650651","1"
"972","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"973","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"974","NeedGoogleMapsAPIKey","40.3670768","-79.9661949","1"
"975","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"976","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"977","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"978","NeedGoogleMapsAPIKey","40.3668747","-79.9666006","1"
"979","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"980","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"981","NeedGoogleMapsAPIKey","40.3644699","-79.9649907","1"
"982","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"983","NeedGoogleMapsAPIKey","40.3676991","-79.9646221","1"
"984","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"985","NeedGoogleMapsAPIKey","40.367371","-79.9654472","1"
"986","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"987","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"988","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"989","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"990","NeedGoogleMapsAPIKey","40.3666918","-79.9660446","1"
"991","NeedGoogleMapsAPIKey","40.3663426","-79.9643836","1"
"992","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"993","NeedGoogleMapsAPIKey","40.3674385","-79.9648355","1"
"994","NeedGoogleMapsAPIKey","40.3648037","-79.9642718","1"
"995","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"996","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"997","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"998","NeedGoogleMapsAPIKey","40.3664588","-79.9653969","1"
"999","NeedGoogleMapsAPIKey","40.3653217","-79.9652386","1"
"1000","NeedGoogleMapsAPIKey","40.3655205","-79.9653959","1"
"1001","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"1002","NeedGoogleMapsAPIKey","40.3681748","-79.9655301","1"
"1003","NeedGoogleMapsAPIKey","40.364999","-79.9648708","1"
"1004","NeedGoogleMapsAPIKey","40.3670702","-79.9670317","1"
"1005","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"1006","NeedGoogleMapsAPIKey","40.3660018","-79.9660855","1"
"1007","NeedGoogleMapsAPIKey","40.3660116","-79.9638978","1"
"1008","NeedGoogleMapsAPIKey","40.367661","-79.9659223","1"
"1","J.E. Harrison Education Ctr","40.351334","-80.00282"
